COLUMN,data_type,description,cat_options,val_range,min,max,distribution,perc_missing,perc_erroneous,erroneous,cut_off
Q18013_2,categorical,Suspicious.  Negativistic (clearly does the opposite of what the interviewer asks or expects).,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q18013.png,0.0,0.1848428835489834,9,3
Q18012_2,categorical,Mutism not specified as due to physical defect.,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q18012.png,0.0,0.1848428835489834,9,3
Q18011_2,categorical,Other.,"no,yes,no answer,not applicable ","0.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q18011.png,0.0,0.1848428835489834,9,3
Q18010_2,categorical,Gross suspiciousness.,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q18010.png,0.0,0.1848428835489834,9,3
Q1809_2,categorical,"Pressure of speech (cannot be interrupted in the usual manner, talks the interviewer down).","no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1809.png,0.0,0.1848428835489834,9,3
Q1808_2,categorical,Cries uncontrollably.,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1808.png,0.0,0.1848428835489834,9,3
Q1807_2,categorical,Speaks coherently to self; speaks to voices.,"no,yes,no answer,not applicable ","0.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1807.png,0.0,0.1848428835489834,9,3
Q1806_2,categorical,Posturing (maintains an unusual or odd position of any part of the body repeatedly or for several minutes at a time) bizarre behaviour.,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1806.png,0.0,0.1848428835489834,9,3
Q1805_2,categorical,Incorporates interviewer in delusions.,"no,yes,no answer,not applicable ","0.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1805.png,0.0,0.1848428835489834,9,3
Q1804_2,categorical,Keeps referring to delusions or hallucinations.,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1804.png,0.0,0.1848428835489834,9,3
Q1367_2,categorical,"Nerves tranquilizers (Valium, Liberium, etc.)","no,yes,no answer,not applicable ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1367.png,0.0,0.0,,3
IRDISCR_2,boolean,"Interviewer rating: was there any discrepancy between stated birth date and stated age?
",,"0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/IRDELHAL.png,0.0,0.0,,
Q1365_2,categorical,"Barbituric acid analgesic (Allobarbital, Amobarbital, Aprobarbital)","no,yes,no answer,not applicable ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1365.png,0.0,0.0,,3
Q72_2,ordinal,evaluate: there is an error in the month provided ,"no or normal ,error in one month,error in more than one month,no answer,not applicable ","0.0,1.0,2.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q72.png,0.0,4.621072088724584,"8,9",4
Q81_2,categorical,participant gave the wrong or incomplete address,"no,yes,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q81.png,0.0,0.5545286506469501,"8,9",3
IRHOME_2,categorical,did the interview take place in the participant's home,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/IRHOME.png,0.0,0.1848428835489834,9,3
Q76_2,categorical,evaluate: the participant says/points out that he doesn't know the year,"no,yes,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q76.png,0.0,1.478743068391867,"8,9",3
Q75_2,ordinal,evaluate: error in the year provided,"no,yes,error in more than one year,no answer,not applicable ","0.0,1.0,2.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q75.png,0.0,4.066543438077634,"8,9",4
Q74_2,categorical,"evaluate: at least some answers are incomplete, irrelevant or no answer","no,yes,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q74.png,0.0,2.2181146025878,"8,9",3
Q73_2,categorical,evaluate: the participants says/points out that he doesn't know the month,"no,yes,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q73.png,0.0,2.402957486136784,"8,9",3
Q71_2,ordinal,evaluate: there is an error in the date of the week provided,"no or normal ,error in one day,error in more than one day,no answer,not applicable ","0.0,1.0,2.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q71.png,0.0,4.436229205175601,"8,9",4
PENTAG_2,categorical,score of drawing the pentagones,"incorrect,correct ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/PENTAG.png,0.0,0.0,,1
Q42_2,categorical,"age is incomplete, irrelevant or no reply","no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q42.png,0.0,1.293900184842884,9,3
Q41_2,categorical,States or indicates by  gesture he/she does not know how old he/she is,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q41.png,0.0,1.1090573012939,9,3
Q32_2,categorical,"year of birth is incomplete, irrelevant or no reply","no,yes,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q32.png,0.0,1.478743068391867,"8,9",3
Q31_2,categorical,States or indicates by gesture he/she does not know what year he/she was born,"no,yes,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q31.png,0.0,1.293900184842884,"8,9",3
Q21_2,categorical,Cannot spell both his/her first and last names correctly,"no,yes,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q21.png,0.0,15.34195933456562,"8,9",3
Q11_2,categorical,Cannot repeat interviewer’s name correctly even after three repetitions,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q11.png,0.0,0.9242144177449169,9,3
Q82_2,categorical,the participant says/points our that he/she doesn't know,"no,yes,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q82.png,0.0,0.7393715341959335,"8,9",3
Q83_2,categorical,"incomplete, irrelevant, or no answer","no,yes,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q83.png,0.0,1.1090573012939,"8,9",3
Q101_2,categorical,"give a positive answer and a short explanation like ""you examined me yesterday"". This answer is wrong","no,yes,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q101.png,0.0,2.033271719038817,"8,9",3
Q102_2,categorical,mentioned wrong events (not imaginary and not specific in a wrong way),"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q102.png,0.0,0.9242144177449169,9,3
Q111_2,categorical,observation: the participant speaks without a purpose. Did not get to the point being made,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q111.png,0.0,0.7393715341959335,9,3
Q171_2,categorical,do you have children,"no,yes,no answer,not applicable ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q171.png,0.0,0.0,,3
Q191_2,ordinal,subjective fear or anxiety our of proportion to the event if any that provoked the feeling.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q191.png,0.0,0.3696857670979667,8,4
Q201_2,ordinal,episode of anxiety which participant tries to terminate e.g. by running out of room.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q201.png,0.0,1.293900184842884,"8,9",4
Q211_2,ordinal,depressed mood,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q211.png,0.0,0.7393715341959335,8,4
Q221_2,ordinal,Have you cried at all? How often? Has cried:,"no,crying happens more than once per week,crying happens almost daily or frequently ,no answer,not applicable ","0.0,1.0,2.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q221.png,0.0,1.478743068391867,"8,9",4
Q281_2,categorical,felt life not worth living,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q281.png,0.0,2.033271719038817,8,4
Q291_2,categorical,not pessimistic but doesn’t have something to do/wait for (lives day by day),"no,yes,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q291.png,0.0,2.587800369685767,"8,9",3
Q292_2,categorical,"is pessimistic, doesn’t see a future ahead/ the future is unbearable","no,yes,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q292.png,0.0,2.402957486136784,"8,9",3
Q293_2,categorical,genenral status of hoplessness or depression,"no,yes,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q293.png,0.0,2.587800369685767,"8,9",3
Q294_2,categorical,the circumstances of the participant explains the pessimism,"no,yes,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q294.png,0.0,3.142329020332717,"8,9",3
Q301_2,categorical,already contemplated the idea of suicide or wished for death,"no,yes,no answer,not applicable ","0.0,1.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q301.png,0.0,0.5545286506469501,8,3
Q331_2,ordinal,"seems very nervous, worried, depressed or scared","Transient,clear, excessive but for some time,clear, excessive most times,no answer,not applicable ","0.0,1.0,2.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q331.png,0.0,1.478743068391867,"8,9",6
STORY_2,ordinal,score of repeating story,,"0.0,1.0,2.0,3.0,4.0,5.0,6.0",0,6,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/STORY.png,0.0,0.0,,
CIRCLE_2,categorical,score of drawing the circle,"incorrect,correct ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/CIRCLE.png,0.0,0.0,,1
Q351_2,categorical,"forgets the names of friends, family or calls them with other names ","no,creates problems several times per week ,creates problems daily,no answer,not applicable ","0.0,1.0,2.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q351.png,0.0,1.1090573012939,8,4
SHOES_2,categorical,what is this called (interviewer shows a shoe),"incorrect,correct ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/SHOES.png,0.0,0.0,,1
REPEAT_2,categorical,please repeat this proverb (it might be difficult to pronounce for some),"incorrect,correct ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/REPEAT.png,0.0,0.0,,1
CHEMIST_2,categorical,where do we go to buy medicine/drugs,"incorrect,correct ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/CHEMIST.png,0.0,0.0,,1
PRAY_2,categorical,what do people do at the church/ mosque,"incorrect,correct ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/PRAY.png,0.0,0.0,,1
HAMMER_2,categorical,what is the function of a hammer,"incorrect,correct ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/HAMMER.png,0.0,0.0,,1
SHOULD_2,categorical,what is this called (interviewer shows a shoulder),"incorrect,correct ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/SHOULD.png,0.0,0.0,,1
ELBOW_2,categorical,what is this called (interviewer shows an elbow),"incorrect,correct ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/ELBOW.png,0.0,0.0,,1
CHAIR_2,categorical,what is this called (interviewer shows a chair),"incorrect,correct ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/CHAIR.png,0.0,0.0,,1
PAPER_2,numeric,score of paper folding/ handling,,0.0-3.0,0,3,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/PAPER.png,0.0,0.0,,
WATCH_2,categorical,what is this called (interviewer shows a watch),"incorrect,correct ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/WATCH.png,0.0,0.0,,1
PENCIL_2,categorical,what is this called (interviewer shows a pencil),"incorrect,correct ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/PENCIL.png,0.0,0.0,,1
NAME_2,categorical,my name is x can you please repeat it,"cannot repeat name,can repeat the name","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/NAME.png,0.0,0.0,,1
LEARN3_2,numeric,please repeat the words you can remember (third trial),,0.0-10.0,0,10,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/LEARN3.png,0.0,0.0,,10
LEARN2_2,numeric,please repeat the words you can remember (second trial),,0.0-688.0,0,688,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/LEARN2.png,0.0,1.293900184842884,"45,54,66,76,88,688",10
LEARN1_2,numeric,please repeat the words you can remember (first trial),,0.0-777.0,0,777,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/LEARN1.png,0.0,2.2181146025878,"22,24,33,35,53,56,66,76,777",10
RECALL_2,numeric,number of words remembered correctly,,0.0-83.0,0,83,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/RECALL.png,0.0,0.0,,
NRECALL_2,categorical,do you remember my name (interviewer's),"incorrect,correct ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/NRECALL.png,0.0,0.0,,1
ANIMALS_2,categorical,participant was able to mention the names of the animals during the one minute provided,"incorrect,correct ","0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,26.0,27.0,28.0,30.0,32.0,34.0,35.0,40.0",0,40,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/ANIMALS.png,0.0,136.2292051756007,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,30,32,34,35,40",1
WORDIMM_2,categorical,"3-word list recall (boat, house, fish)","did not remember any word,remembered one word,remembered 2 words,remembered 3 words","0.0,1.0,2.0,3.0",0,3,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/WORDIMM.png,0.0,0.0,,3
TRIALNO_2,numeric,number of trials needed by participant to remember all 3 words,,0.0-97.0,0,97,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/TRIALNO.png,0.0,0.0,,
TOWN_2,categorical,what is the name of this city/village you are currently living in,"incorrect,correct ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/TOWN.png,0.0,0.0,,1
CHIEF_2,categorical,what is the name of the current president,"incorrect,correct ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/CHIEF.png,0.0,0.0,,1
STREET_2,categorical,give me the names of 2 streets near your home,"incorrect,correct ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/STREET.png,0.0,0.0,,1
STORE_2,categorical,where is the local market shop located,"incorrect,correct ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/STORE.png,0.0,0.0,,1
ADDRESS_2,categorical,what is your homeaddress,"incorrect,correct ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/ADDRESS.png,0.0,0.0,,1
WORDDEL_2,categorical,do you remember the 3 word-list,"did not remember any word,remembered one word,remembered 2 words,remembered 3 words","0.0,1.0,2.0,3.0",0,3,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/WORDDEL.png,0.0,0.0,,3
LONGMEM_2,categorical,what was the name of the elected president who was assasinated during the israeli occupation in 1982,"incorrect,correct ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/LONGMEM.png,0.0,0.0,,1
MONTH_2,categorical,In what month are we,"incorrect,correct ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/MONTH.png,0.0,0.0,,1
YEAR_2,categorical,in what year are we,"incorrect,correct ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/YEAR.png,0.0,0.0,,1
SEASON_2,categorical,in what season are we,"incorrect,correct ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/SEASON.png,0.0,0.0,,1
NOD_2,categorical,please move your head as if you are giving a nod,"incorrect,correct ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/NOD.png,0.0,0.0,,1
POINT_2,categorical,can you point out to the window and the door in this room,"incorrect,correct ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/POINT.png,0.0,0.0,,1
Q341_2,categorical,difficulties from his/her point of view; the memory problem is a true problem for him/her,"no,creates problems several times per week ,creates problems daily,no answer,not applicable ","0.0,1.0,2.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q341.png,0.0,1.293900184842884,8,4
Q352_2,categorical,forgets were he/she puts stuff,"no,creates problems several times per week ,creates problems daily,no answer,not applicable ","0.0,1.0,2.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q352.png,0.0,1.293900184842884,"8,9",4
Q1364_2,categorical,Other psychosocial stimulants (eg amphetamines / pep pills),"no,yes,no answer,not applicable ",0.0,0,0,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1364.png,0.0,0.0,,3
Q1051_2,ordinal,Participant admits to feel annoyed (angry),"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1051.png,0.0,0.5545286506469501,8,4
Q1181_2,ordinal,He/she has difficulty focusing on reading.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1181.png,0.0,32.71719038817005,"8,9",4
Q1171_2,ordinal,He/she finds it difficult to focus on entertainment material,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1171.png,0.0,1.478743068391867,"8,9",4
Q1141_2,ordinal,Participant did not enjoy almost anything,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1141.png,0.0,1.66358595194085,"8,9",4
Q1131_2,ordinal,Participant has less interests in the past month than he/she usually has,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1131.png,0.0,1.293900184842884,"8,9",4
Q1061_2,ordinal,Participant is angry with him/herself,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1061.png,0.0,0.5545286506469501,8,4
Q1052_2,ordinal,Feeling disturbed for most of the days during at least two weeks last month,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1052.png,0.0,0.5545286506469501,8,4
Q1044_2,ordinal,The imaginary feeling of lack of self-value and guilt most days.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1044.png,0.0,1.293900184842884,8,4
Q901_2,ordinal,Feels disturbed,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q901.png,0.0,0.5545286506469501,"8,9",4
Q1043_2,ordinal,Feeling excessive guilt or lack of self-value most days for at least two weeks.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1043.png,0.0,1.293900184842884,8,4
Q1042_2,ordinal,The participant mentions to regret something from the past which may or may not be justified.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1042.png,0.0,0.1848428835489834,8,4
Q1041_2,ordinal,"There is a clear sense of excessive guilt or self-blame over past and present mistakes (do not affirm positively any self-blame that is justified or simple.)
  ","no,these symptoms remained for a month,these symptoms are incurable ,no answer,not applicable ","0.0,1.0,2.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1041.png,0.0,0.9242144177449169,"8,9",4
Q1031_2,ordinal,It seems from looking at/ listening to the participant that he/she is overly skeptical,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1031.png,0.0,0.0,,4
Chin_2,categorical,what is this called (interviewer shows a chin),"incorrect,correct ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/KNUCKLE.png,0.0,0.0,,1
Q931_2,categorical,There are people like this,"no,yes,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q931.png,0.0,0.9242144177449169,"8,9",3
Q1182_2,ordinal,"Difficulty with some forms of concentration most days, at least for two weeks.","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1182.png,0.0,4.436229205175601,"8,9",4
Q1191_2,ordinal, Note ** has a clear difficulty in focusing on the interview.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1191.png,0.0,0.3696857670979667,"8,9",4
Q1201_2,ordinal,Describes an abnormal sensory experience,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1201.png,0.0,0.7393715341959335,"8,9",4
Q1211_2,ordinal,Baffled by something strange happening,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1211.png,0.0,0.9242144177449169,"8,9",4
Q1221_2,ordinal,Physical hallucinations,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1221.png,0.0,0.5545286506469501,"8,9",4
Q1222_2,ordinal,"Illusions that involve sexual sensations, for example, from telepathy, an imaginary lover having sex with the participant during the night, etc.
(If the answer is positive, evaluate as ""yes, simple"" or  ""yes, severe"").","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1222.png,0.0,1.293900184842884,"8,9",4
Q1231_2,ordinal,Hallucinations have to do with smell,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1231.png,0.0,0.3696857670979667,"8,9",4
Q1232_2,ordinal,"Hallucinations are related to smell, for example the participant smells an odor or gas in the room, etc. which is not really present. (If the answer is positive, evaluate it as ""yes, simple"" or ""yes, severe"")","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1232.png,0.0,0.7393715341959335,"8,9",4
Q1233_2,ordinal,"The participant claims to be farting. (If the answer is positive, evaluate it as ""yes, simple"" or ""yes, severe"")","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1233.png,0.0,0.9242144177449169,"8,9",4
Q1241_2,ordinal,"A bad taste, not necessarily due to hallucination, for example, bitter taste. ","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1241.png,0.0,0.5545286506469501,"8,9",4
Q1242_2,ordinal,Hallucinations related to taste,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1242.png,0.0,0.5545286506469501,"8,9",4
Q1251_2,ordinal,Indicates that he/she hears voices in the absence of any external influence that can be defined,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1251.png,0.0,0.1848428835489834,8,4
Q1271_2,ordinal,Says that he/she is testing visual perception in the absence of any identifiable external stimulus.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1271.png,0.0,0.3696857670979667,"8,9",4
Q1351_2,categorical,Note ** The participant is taking a doctor-prescribed medication to treat a mental problem,"no,yes,no answer,not applicable ","0.0,1.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1351.png,0.0,0.3696857670979667,8,3
Q1361_2,categorical,"Opium alkaloids, heroin, industrial analgesics similar to morphine (eg pythidine, methadone, dehydroquidine) and cocaine.","no,yes,no answer,not applicable ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1361.png,0.0,0.0,,3
Q1362_2,categorical,"Heliosis (eg LSD, Mescaline)","no,yes,no answer,not applicable ",0.0,0,0,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1362.png,0.0,0.0,,3
Q1363_2,categorical,"Medicinal cannabis (cannabis, marijuana)","no,yes,no answer,not applicable ",0.0,0,0,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1363.png,0.0,0.0,,3
Q911_2,ordinal,Has this feeling,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q911.png,0.0,0.7393715341959335,"8,9",4
Q871_2,ordinal,Admits feeling lonely,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q871.png,0.0,1.1090573012939,8,4
Q361_2,categorical,needs to make more efforts to remember things,"no,yes,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q361.png,0.0,2.2181146025878,"8,9",3
