COLUMN,data_type,frequencies,perc_missing,cut_off,description,erroneous,perc_erroneous,%_outliers,outlier_vals,scaled_%_outliers,scaled_outlier_vals
Q1232_2,ordinal,"Counter({0.0: 983, 1.0: 3, 9.0: 2, 8.0: 2})",3.3203125,4.0,"Hallucinations are related to smell, for example the participant smells an odor or gas in the room, etc. which is not really present. (If the answer is positive, evaluate it as ""yes, simple"" or ""yes, severe"")","8,9",0.7393715341959335,0.390625,8.0 9.0,0.390625,8.0 9.0
Q21_2,categorical,"Counter({0.0: 829, 9.0: 81, 1.0: 78, 8.0: 2})",3.3203125,3.0,Cannot spell both his/her first and last names correctly,"8,9",15.341959334565619,7.91015625,9.0,7.91015625,9.0
Q191_2,ordinal,"Counter({0.0: 852, 1.0: 125, 2.0: 11, 8.0: 2})",3.3203125,4.0,subjective fear or anxiety our of proportion to the event if any that provoked the feeling.,8,0.3696857670979667,1.26953125,2.0 8.0,1.26953125,2.0 8.0
Q1052_2,ordinal,"Counter({0.0: 927, 1.0: 51, 2.0: 9, 8.0: 3})",3.3203125,4.0,Feeling disturbed for most of the days during at least two weeks last month,8,0.5545286506469501,1.171875,2.0 8.0,1.171875,2.0 8.0
Q391_2,categorical,"Counter({0.0: 689, 1.0: 297, 9.0: 3, 8.0: 1})",3.3203125,3.0,does not remember the name of the past prime minister (if wrong give the right answer: Najib Mikati) ,"8,9",0.7393715341959335,0.390625,8.0 9.0,0.390625,8.0 9.0
Q401_2,ordinal,"Counter({0.0: 718, 1.0: 225, 2.0: 47})",3.3203125,4.0,the interviewer's believes that the elderly has a memory problem,,0.0,0.0,,0.0,
Q41_2,categorical,"Counter({0.0: 910, 1.0: 74, 9.0: 6})",3.3203125,3.0,States or indicates by  gesture he/she does not know how old he/she is,9,1.1090573012939002,0.5859375,9.0,0.5859375,9.0
Q501_2,ordinal,"Counter({0.0: 827, 1.0: 150, 2.0: 8, 8.0: 3, 9.0: 2})",3.3203125,4.0,describe the headache,"8,9",0.9242144177449167,0.48828125,8.0 9.0,0.48828125,8.0 9.0
Q1751_2,ordinal,"Counter({0.0: 978, 1.0: 10, 2.0: 3, 9.0: 2})",3.02734375,4.0,"rate of speech: Extremely rapid speech, but can be interrupted.",9,0.3696857670979667,0.48828125,2.0 9.0,0.48828125,2.0 9.0
Q1752_2,ordinal,"Counter({0.0: 985, 1.0: 5, 9.0: 2, 2.0: 1})",3.02734375,4.0,"Pressure of speech:  too many words, rapid and keeps resisting interruption.",9,0.3696857670979667,0.29296875,2.0 9.0,0.29296875,2.0 9.0
Q18020_2,categorical,"Counter({0.0: 992, 1.0: 3, 9.0: 1})",2.734375,3.0,Other.,9,0.18484288354898332,0.390625,1.0 9.0,0.390625,1.0 9.0
Q1671_2,ordinal,"Counter({0.0: 982, 1.0: 12, 9.0: 2})",2.734375,4.0,"UNCO-OPERATIVE, ETC.: Tries to start an argument.",9,0.3696857670979667,0.1953125,9.0,0.1953125,9.0
Q1781_2,ordinal,"Counter({0.0: 835, 1.0: 137, 2.0: 23, 9.0: 1})",2.734375,4.0,Judgment: Problems with memory are more prominent than problems with thinking i.e. more difficulty with remembering things than working things out.,9,0.18484288354898332,2.34375,2.0 9.0,2.34375,2.0 9.0
Q1661_2,ordinal,"Counter({0.0: 987, 1.0: 7, 9.0: 2})",2.734375,4.0,"OTHER AFFECT: Facetious:  silly jokes, flippant remarks.",9,0.3696857670979667,0.1953125,9.0,0.1953125,9.0
Q1811_2,ordinal,"Counter({0.0: 901, 1.0: 50, 2.0: 35, 3.0: 10})",2.734375,4.0,Rating,,0.0,4.39453125,2.0 3.0,4.39453125,2.0 3.0
Q1705_2,ordinal,"Counter({0.0: 976, 9.0: 8, 1.0: 8, 2.0: 5})",2.63671875,4.0,Obvious evidence of paralysis or stroke.,9,1.478743068391867,0.78125,9.0,0.78125,9.0
Q17922_2,categorical,"Counter({0.0: 992, 9.0: 2, 1.0: 2, 8.0: 1})",2.63671875,3.0,"Patient appears generally sleepy, but does not actually fall asleep.","8,9",0.5545286506469501,0.29296875,8.0 9.0,0.29296875,8.0 9.0
Q1704_2,ordinal,"Counter({0.0: 949, 1.0: 26, 9.0: 21, 2.0: 1})",2.63671875,4.0,Obvious abnormality of walking.,9,3.8817005545286505,2.05078125,9.0,2.05078125,9.0
Q1796_2,categorical,"Counter({0.0: 989, 1.0: 6, 9.0: 2})",2.63671875,3.0,Deafness - severe.,9,0.3696857670979667,0.1953125,9.0,0.1953125,9.0
Q18014_2,categorical,"Counter({0.0: 985, 1.0: 11, 9.0: 1})",2.63671875,3.0,Withdrawal or apparent apathy possibly due to indifference OR to deep depression.,9,0.18484288354898332,1.171875,1.0 9.0,1.171875,1.0 9.0
Q1755_2,ordinal,"Counter({0.0: 966, 1.0: 29, 9.0: 1, 2.0: 1})",2.63671875,4.0,Long pauses before replying a characteristic feature.,9,0.18484288354898332,0.1953125,2.0 9.0,0.1953125,2.0 9.0
Q1641_2,ordinal,"Counter({0.0: 962, 1.0: 27, 2.0: 6, 9.0: 2})",2.63671875,4.0,Uncontrollable short bouts of crying.,9,0.3696857670979667,0.78125,2.0 9.0,0.78125,2.0 9.0
Q1803_2,categorical,"Counter({0.0: 980, 1.0: 16, 9.0: 1})",2.63671875,3.0,"Incoherent in clear consciousness (e.g. not sleepy) i.e. irrelevant or bizarre or random answers, disjointed ideas, gibberish, neologisms, perseveration, flight of ideas.",9,0.18484288354898332,1.66015625,1.0 9.0,1.66015625,1.0 9.0
Q1802_2,categorical,"Counter({0.0: 952, 1.0: 44, 9.0: 1})",2.63671875,3.0,"Memory defect (dubious) e.g. hazy recall, unconvincingly claims not to remember, makes little attempt to recall.",9,0.18484288354898332,0.09765625,9.0,0.09765625,9.0
Q1703_2,ordinal,"Counter({0.0: 986, 1.0: 8, 9.0: 2, 2.0: 1})",2.63671875,4.0,"Parkinsonian movements (characteristic repeated regular tremor of the hands at rest.  Described as 'pill rolling', as if the interviewee was rolling a pill between the thumb and finger tips).",9,0.3696857670979667,0.29296875,2.0 9.0,0.29296875,2.0 9.0
Q17911_2,categorical,"Counter({0.0: 994, 9.0: 2, 1.0: 1})",2.63671875,3.0,Other.,9,0.3696857670979667,0.1953125,9.0,0.1953125,9.0
Q18019_2,categorical,"Counter({0.0: 978, 1.0: 18, 9.0: 1})",2.63671875,3.0,Distractibility (interviewee's attention is frequently drawn to trivial and irrelevant events in the environment).,9,0.18484288354898332,1.85546875,1.0 9.0,1.85546875,1.0 9.0
Q17912_2,categorical,"Counter({0.0: 988, 1.0: 7, 9.0: 2})",2.63671875,3.0,Low intelligence.,9,0.3696857670979667,0.1953125,9.0,0.1953125,9.0
Q17920_2,categorical,"Counter({0.0: 990, 1.0: 5, 9.0: 2})",2.63671875,3.0,"Interview conditions unfavourable, e.g. noisy, distracting environment.",9,0.3696857670979667,0.1953125,9.0,0.1953125,9.0
Q17910_2,categorical,"Counter({0.0: 988, 1.0: 7, 9.0: 2})",2.63671875,3.0,Weakness - severe.,9,0.3696857670979667,0.1953125,9.0,0.1953125,9.0
Q1791_2,categorical,"Counter({0.0: 992, 1.0: 3, 8.0: 1, 9.0: 1})",2.63671875,3.0,Foreign language e.g. poor command of language in which interview is conducted interpreter required.,"8,9",0.3696857670979667,0.1953125,8.0 9.0,0.1953125,8.0 9.0
Q1741_2,ordinal,"Counter({0.0: 962, 1.0: 23, 2.0: 9, 9.0: 3})",2.63671875,4.0,Vague quality to speech.  No completion of a thought or idea.,9,0.5545286506469501,1.171875,2.0 9.0,1.171875,2.0 9.0
Q1771_2,ordinal,"Counter({0.0: 976, 1.0: 12, 2.0: 7, 9.0: 2})",2.63671875,4.0,"Perseveration: Repeats answer inappropriately
e.g.      Question:  Weekday?
            Response: Tuesday
            Questions:  Month?
            Response:   Tuesday",9,0.3696857670979667,0.87890625,2.0 9.0,0.87890625,2.0 9.0
Q1702_2,ordinal,"Counter({0.0: 990, 1.0: 5, 9.0: 2})",2.63671875,4.0,"Athetoid movements (continuous, purposeless, slow writhing movements of tongue, jaws or limbs).",9,0.3696857670979667,0.1953125,9.0,0.1953125,9.0
Q1701_2,ordinal,"Counter({0.0: 992, 1.0: 3, 9.0: 2})",2.63671875,4.0,"Choreiform movements (continuous, purposeless, jerky, involuntary movements of the head, body or limbs while at rest)",9,0.3696857670979667,0.1953125,9.0,0.1953125,9.0
Q1652_2,ordinal,"Counter({0.0: 988, 1.0: 7, 9.0: 2})",2.63671875,4.0,Infectious gaiety.,9,0.3696857670979667,0.1953125,9.0,0.1953125,9.0
Q1651_2,ordinal,"Counter({0.0: 988, 1.0: 7, 9.0: 2})",2.63671875,4.0,"Elated, euphoric, even though perhaps changing to irritability or depression.",9,0.3696857670979667,0.1953125,9.0,0.1953125,9.0
Q1642_2,ordinal,"Counter({0.0: 987, 1.0: 8, 9.0: 2})",2.63671875,4.0,Uncontrollable short bouts of laughing.,9,0.3696857670979667,0.1953125,9.0,0.1953125,9.0
Q1801_2,categorical,"Counter({0.0: 944, 1.0: 51, 9.0: 1, 8.0: 1})",2.63671875,3.0,"Memory defect (clear-cut) e.g. disorientated, gross memory loss, clear-cut blackout, etc.","8,9",0.3696857670979667,0.1953125,8.0 9.0,0.1953125,8.0 9.0
Q1634_2,ordinal,"Counter({0.0: 975, 1.0: 15, 2.0: 5, 9.0: 2})",2.63671875,4.0,No appropriate emotion shown when delusional or normal material is discussed which would usually bring out emotion,9,0.3696857670979667,0.68359375,2.0 9.0,0.68359375,2.0 9.0
Q1635_2,ordinal,"Counter({0.0: 964, 1.0: 24, 2.0: 7, 9.0: 2})",2.63671875,4.0,"Uniform blunting of mood, 
whatever the tone of conversation (indifference, apathetic acceptance).",9,0.3696857670979667,0.87890625,2.0 9.0,0.87890625,2.0 9.0
Q1804_2,categorical,"Counter({0.0: 994, 1.0: 2, 9.0: 1})",2.63671875,3.0,Keeps referring to delusions or hallucinations.,9,0.18484288354898332,0.29296875,1.0 9.0,0.29296875,1.0 9.0
Q1805_2,categorical,"Counter({0.0: 996, 9.0: 1})",2.63671875,3.0,Incorporates interviewer in delusions.,9,0.18484288354898332,0.09765625,9.0,0.09765625,9.0
Q1807_2,categorical,"Counter({0.0: 996, 9.0: 1})",2.63671875,3.0,Speaks coherently to self; speaks to voices.,9,0.18484288354898332,0.09765625,9.0,0.09765625,9.0
Q1753_2,ordinal,"Counter({0.0: 981, 1.0: 10, 2.0: 4, 9.0: 2})",2.63671875,4.0,"Flight of ideas:  one idea suggests another in rapid succession, so that patient is soon far from the point, e.g.
Question:  
WHAT IS THE TIME?
Response:  
IT IS THREE O'CLOCK BY MY H. SAMUEL EVERRIGHT GOLD WATCH, BUT IT IS NOT ON THE GOLD STANDARD, WAVE 
THE FLAGS A LIFE ON THE BRINY WAVE.",9,0.3696857670979667,0.5859375,2.0 9.0,0.5859375,2.0 9.0
Q18016_2,categorical,"Counter({0.0: 984, 1.0: 12, 9.0: 1})",2.63671875,3.0,Lack of insight.  Total denial of symptoms or illness.,9,0.18484288354898332,1.26953125,1.0 9.0,1.26953125,1.0 9.0
Q18015_2,categorical,"Counter({0.0: 979, 1.0: 17, 9.0: 1})",2.63671875,3.0,"Over talkative, but not pressure of speech.",9,0.18484288354898332,1.7578125,1.0 9.0,1.7578125,1.0 9.0
Q1795_2,categorical,"Counter({0.0: 988, 1.0: 7, 9.0: 2})",2.63671875,3.0,Dysarthria (due to speech organs) e.g. coarse tremor of the tongue or paralysis of vocal chords.,9,0.3696857670979667,0.1953125,9.0,0.1953125,9.0
Q1706_2,ordinal,"Counter({0.0: 952, 1.0: 32, 9.0: 7, 2.0: 6})",2.63671875,4.0,"Obvious evidence of physical abnormality of the legs like arthritis, amputation, or gross swelling.",9,1.2939001848428835,0.68359375,9.0,0.68359375,9.0
Q18017_2,categorical,"Counter({0.0: 988, 1.0: 8, 9.0: 1})",2.63671875,3.0,"Excited or agitated or obviously elated (cannot sit still, or frequently interrupts with fatuous jokes or remarks).",9,0.18484288354898332,0.87890625,1.0 9.0,0.87890625,1.0 9.0
Q18018_2,categorical,"Counter({0.0: 992, 1.0: 4, 9.0: 1})",2.63671875,3.0,Pre-occupied with inner experiences which are not vocalised (unspecified pre-occupation).,9,0.18484288354898332,0.48828125,1.0 9.0,0.48828125,1.0 9.0
Q1806_2,categorical,"Counter({0.0: 995, 9.0: 1, 1.0: 1})",2.63671875,3.0,Posturing (maintains an unusual or odd position of any part of the body repeatedly or for several minutes at a time) bizarre behaviour.,9,0.18484288354898332,0.1953125,1.0 9.0,0.1953125,1.0 9.0
Q18012_2,categorical,"Counter({0.0: 995, 9.0: 1, 1.0: 1})",2.63671875,3.0,Mutism not specified as due to physical defect.,9,0.18484288354898332,0.1953125,1.0 9.0,0.1953125,1.0 9.0
Q1754_2,ordinal,"Counter({0.0: 963, 1.0: 32, 9.0: 2})",2.63671875,4.0,Speech very slow.  Distinct pauses between words.,9,0.3696857670979667,0.1953125,9.0,0.1953125,9.0
Q1808_2,categorical,"Counter({0.0: 990, 1.0: 6, 9.0: 1})",2.63671875,3.0,Cries uncontrollably.,9,0.18484288354898332,0.68359375,1.0 9.0,0.68359375,1.0 9.0
Q1792_2,categorical,"Counter({0.0: 987, 1.0: 8, 9.0: 2})",2.63671875,3.0,Unclear dialect or accent.,9,0.3696857670979667,0.1953125,9.0,0.1953125,9.0
Q1633_2,ordinal,"Counter({0.0: 964, 1.0: 28, 2.0: 4, 9.0: 1})",2.63671875,4.0,No gesture accompanying speech,9,0.18484288354898332,0.48828125,2.0 9.0,0.48828125,2.0 9.0
Q1632_2,ordinal,"Counter({0.0: 941, 1.0: 49, 2.0: 6, 9.0: 1})",2.63671875,4.0,Monotonous VOICE.  No play of expression in conversation.,9,0.18484288354898332,0.68359375,2.0 9.0,0.68359375,2.0 9.0
Q1631_2,ordinal,"Counter({0.0: 953, 1.0: 38, 2.0: 5, 9.0: 1})",2.63671875,4.0,Face without expression. Does not show expressions during conversation.,9,0.18484288354898332,0.5859375,2.0 9.0,0.5859375,2.0 9.0
Q18013_2,categorical,"Counter({0.0: 994, 1.0: 2, 9.0: 1})",2.63671875,3.0,Suspicious.  Negativistic (clearly does the opposite of what the interviewer asks or expects).,9,0.18484288354898332,0.29296875,1.0 9.0,0.29296875,1.0 9.0
Q18011_2,categorical,"Counter({0.0: 996, 9.0: 1})",2.63671875,3.0,Other.,9,0.18484288354898332,0.09765625,9.0,0.09765625,9.0
Q18010_2,categorical,"Counter({0.0: 994, 1.0: 2, 9.0: 1})",2.63671875,3.0,Gross suspiciousness.,9,0.18484288354898332,0.29296875,1.0 9.0,0.29296875,1.0 9.0
Q1809_2,categorical,"Counter({0.0: 995, 9.0: 1, 1.0: 1})",2.63671875,3.0,"Pressure of speech (cannot be interrupted in the usual manner, talks the interviewer down).",9,0.18484288354898332,0.1953125,1.0 9.0,0.1953125,1.0 9.0
Q1798_2,categorical,"Counter({0.0: 977, 1.0: 18, 9.0: 2})",2.63671875,3.0,Stuttering.,9,0.3696857670979667,0.1953125,9.0,0.1953125,9.0
TRIALNO_2,numeric,"Counter({1.0: 472, 3.0: 185, 2.0: 148, 4.0: 106, 5.0: 50, 6.0: 31, 0.0: 4, 8.0: 1, 97.0: 1})",2.5390625,,number of trials needed by participant to remember all 3 words,,0.0,0.09765625,97.0,0.09765625,1.0
PENTAG_2,categorical,"Counter({0.0: 739, 1.0: 260})",2.44140625,1.0,score of drawing the pentagones,,0.0,0.0,,0.0,
CIRCLE_2,categorical,"Counter({1.0: 624, 0.0: 375})",2.44140625,1.0,score of drawing the circle,,0.0,0.0,,0.0,
PAPER_2,numeric,"Counter({3.0: 783, 2.0: 166, 1.0: 26, 0.0: 24})",2.44140625,,score of paper folding/ handling,,0.0,2.34375,0.0,2.34375,0.0
STORY_2,ordinal,"Counter({6.0: 245, 4.0: 237, 3.0: 209, 5.0: 143, 2.0: 87, 0.0: 47, 1.0: 31})",2.44140625,,score of repeating story,,0.0,0.0,,0.0,
HAMMER_2,categorical,"Counter({1.0: 975, 0.0: 25})",2.34375,1.0,what is the function of a hammer,,0.0,2.44140625,0.0,2.44140625,0.0
SHOULD_2,categorical,"Counter({1.0: 983, 0.0: 17})",2.34375,1.0,what is this called (interviewer shows a shoulder),,0.0,1.66015625,0.0,1.66015625,0.0
ELBOW_2,categorical,"Counter({1.0: 981, 0.0: 19})",2.34375,1.0,what is this called (interviewer shows an elbow),,0.0,1.85546875,0.0,1.85546875,0.0
LEARN1_2,numeric,"Counter({5.0: 198, 3.0: 177, 4.0: 176, 6.0: 129, 2.0: 93, 0.0: 74, 7.0: 65, 1.0: 54, 8.0: 14, 9.0: 4, 10.0: 4, 66.0: 3, 33.0: 2, 777.0: 1, 35.0: 1, 76.0: 1, 53.0: 1, 56.0: 1, 22.0: 1, 24.0: 1})",2.34375,10.0,please repeat the words you can remember (first trial),"22,24,33,35,53,56,66,76,777",2.2181146025878005,0.09765625,777.0,0.09765625,1.0
Chin_2,categorical,"Counter({1.0: 985, 0.0: 15})",2.34375,1.0,what is this called (interviewer shows a chin),,0.0,1.46484375,0.0,1.46484375,0.0
WATCH_2,categorical,"Counter({1.0: 992, 0.0: 8})",2.34375,1.0,what is this called (interviewer shows a watch),,0.0,0.78125,0.0,0.78125,0.0
SHOES_2,categorical,"Counter({1.0: 986, 0.0: 14})",2.34375,1.0,what is this called (interviewer shows a shoe),,0.0,1.3671875,0.0,1.3671875,0.0
CHAIR_2,categorical,"Counter({1.0: 986, 0.0: 14})",2.34375,1.0,what is this called (interviewer shows a chair),,0.0,1.3671875,0.0,1.3671875,0.0
ANIMALS_2,categorical,"Counter({1.0: 967, 0.0: 33})",2.34375,1.0,participant was able to mention the names of the animals during the one minute provided,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,30,32,34,35,40",136.22920517560073,3.22265625,0.0,1.07421875,26.0 27.0 28.0 30.0 32.0 34.0 35.0 40.0
PENCIL_2,categorical,"Counter({1.0: 992, 0.0: 8})",2.34375,1.0,what is this called (interviewer shows a pencil),,0.0,0.78125,0.0,0.78125,0.0
LONGMEM_2,categorical,"Counter({1.0: 580, 0.0: 420})",2.34375,1.0,what was the name of the elected president who was assasinated during the israeli occupation in 1982,,0.0,0.0,,0.0,
REPEAT_2,categorical,"Counter({1.0: 738, 0.0: 262})",2.34375,1.0,please repeat this proverb (it might be difficult to pronounce for some),,0.0,0.0,,0.0,
NRECALL_2,categorical,"Counter({1.0: 806, 0.0: 194})",2.34375,1.0,do you remember my name (interviewer's),,0.0,0.0,,0.0,
WORDIMM_2,categorical,"Counter({3.0: 703, 2.0: 193, 1.0: 60, 0.0: 44})",2.34375,3.0,"3-word list recall (boat, house, fish)",,0.0,4.296875,0.0,4.296875,0.0
TOWN_2,categorical,"Counter({1.0: 950, 0.0: 50})",2.34375,1.0,what is the name of this city/village you are currently living in,,0.0,4.8828125,0.0,4.8828125,0.0
CHIEF_2,categorical,"Counter({1.0: 731, 0.0: 269})",2.34375,1.0,what is the name of the current president,,0.0,0.0,,0.0,
STREET_2,categorical,"Counter({1.0: 889, 0.0: 111})",2.34375,1.0,give me the names of 2 streets near your home,,0.0,0.0,,0.0,
STORE_2,categorical,"Counter({1.0: 916, 0.0: 84})",2.34375,1.0,where is the local market shop located,,0.0,8.203125,0.0,8.203125,0.0
ADDRESS_2,categorical,"Counter({1.0: 956, 0.0: 44})",2.34375,1.0,what is your homeaddress,,0.0,4.296875,0.0,4.296875,0.0
WORDDEL_2,categorical,"Counter({3.0: 317, 2.0: 283, 0.0: 270, 1.0: 130})",2.34375,3.0,do you remember the 3 word-list,,0.0,0.0,,0.0,
MONTH_2,categorical,"Counter({1.0: 836, 0.0: 164})",2.34375,1.0,In what month are we,,0.0,0.0,,0.0,
YEAR_2,categorical,"Counter({1.0: 755, 0.0: 245})",2.34375,1.0,in what year are we,,0.0,0.0,,0.0,
SEASON_2,categorical,"Counter({1.0: 862, 0.0: 138})",2.34375,1.0,in what season are we,,0.0,0.0,,0.0,
NOD_2,categorical,"Counter({1.0: 980, 0.0: 20})",2.34375,1.0,please move your head as if you are giving a nod,,0.0,1.953125,0.0,1.953125,0.0
POINT_2,categorical,"Counter({1.0: 980, 0.0: 20})",2.34375,1.0,can you point out to the window and the door in this room,,0.0,1.953125,0.0,1.953125,0.0
RECALL_2,numeric,"Counter({5.0: 182, 6.0: 171, 4.0: 166, 0.0: 118, 7.0: 111, 3.0: 108, 2.0: 67, 1.0: 36, 8.0: 25, 9.0: 10, 10.0: 4, 31.0: 1, 83.0: 1})",2.34375,,number of words remembered correctly,,0.0,0.1953125,31.0 83.0,0.1953125,0.3734939759036145 1.0
CHEMIST_2,categorical,"Counter({1.0: 970, 0.0: 30})",2.34375,1.0,where do we go to buy medicine/drugs,,0.0,2.9296875,0.0,2.9296875,0.0
PRAY_2,categorical,"Counter({1.0: 980, 0.0: 20})",2.34375,1.0,what do people do at the church/ mosque,,0.0,1.953125,0.0,1.953125,0.0
LEARN2_2,numeric,"Counter({5.0: 220, 6.0: 217, 4.0: 147, 7.0: 105, 3.0: 104, 0.0: 65, 2.0: 62, 8.0: 46, 1.0: 18, 9.0: 8, 76.0: 2, 88.0: 1, 688.0: 1, 66.0: 1, 54.0: 1, 45.0: 1, 10.0: 1})",2.34375,10.0,please repeat the words you can remember (second trial),"45,54,66,76,88,688",1.2939001848428835,0.390625,76.0 88.0 688.0,0.390625,0.11046511627906977 0.12790697674418605 1.0
LEARN3_2,numeric,"Counter({6.0: 211, 5.0: 180, 7.0: 164, 4.0: 120, 8.0: 89, 3.0: 67, 0.0: 64, 2.0: 53, 9.0: 26, 10.0: 14, 1.0: 12})",2.34375,10.0,please repeat the words you can remember (third trial),,0.0,0.0,,0.0,
NAME_2,categorical,"Counter({1.0: 934, 0.0: 66})",2.34375,1.0,my name is x can you please repeat it,,0.0,6.4453125,0.0,6.4453125,0.0
REASON_2,categorical,"Counter({0.0: 861, 1.0: 135, 98.0: 10, 99.0: 1})",1.66015625,2.0,Have you noticed a change in his/her ability to think and reason?,"98,99",2.033271719038817,1.07421875,98.0 99.0,1.07421875,98.0 99.0
MISTAKE_2,boolean,"Counter({0.0: 930, 1.0: 77})",1.66015625,,Does he/she ever mistake you (or other family or friends) for someone else? ,,0.0,7.51953125,1.0,7.51953125,1.0
DRESS_2,ordinal,"Counter({0.0: 948, 3.0: 34, 1.0: 22, 2.0: 5})",1.46484375,5.0,Does he/she have difficulty dressing?,,0.0,3.80859375,2.0 3.0,3.80859375,2.0 3.0
LOSTIN_2,ordinal,"Counter({0.0: 975, 1.0: 16, 0.5: 10, 2.0: 9})",1.3671875,5.0,"Does he/she get lost at home, e.g finding the toilet?",,0.0,2.44140625,1.0 2.0,2.44140625,1.0 2.0
TOILET_2,ordinal,"Counter({0.0: 982, 3.0: 15, 1.0: 9, 2.0: 5})",1.26953125,4.0,Does he/she have difficulty using the toilet? Does he/she wet or soil him/herself?,,0.0,1.953125,2.0 3.0,1.953125,2.0 3.0
LASTSEE_2,ordinal,"Counter({0.0: 856, 1.0: 67, 2.0: 48, 0.5: 34, 0.0001: 6})",1.26953125,5.0,Does he/she forget when he/she last saw you?,,0.0,4.6875,2.0,4.6875,2.0
PAST_2,ordinal,"Counter({0.0: 877, 1.0: 68, 2.0: 37, 0.5: 26, 0.0001: 3})",1.26953125,5.0,Does he/she tend to talk about what happened long ago rather than the present?,,0.0,3.61328125,2.0,3.61328125,2.0
LASTDAY_2,ordinal,"Counter({0.0: 825, 1.0: 102, 2.0: 55, 0.5: 27, 0.0001: 2})",1.26953125,5.0,Does he/she forget what happened the day before?,,0.0,5.37109375,2.0,5.37109375,2.0
MENTAL_2,ordinal,"Counter({0.0: 879, 1.0: 95, 0.0001: 38})",1.171875,2.0,Has there been a general decline in his/her mental functioning?  ,,0.0,9.27734375,1.0,9.27734375,1.0
KEPT_2,ordinal,"Counter({0.0: 701, 1.0: 198, 0.5: 64, 2.0: 47, 0.0001: 2})",1.171875,5.0,Does he/she forget where things are usually kept?,,0.0,4.58984375,2.0,4.58984375,2.0
MUDDLED_2,categorical,"Counter({0.0: 836, 1.0: 174, 98.0: 1, 99.0: 1})",1.171875,2.0,Does his/her thinking ever seem muddled?                    ,"98,99",0.3696857670979667,0.1953125,98.0 99.0,0.1953125,98.0 99.0
MEMORY_2,categorical,"Counter({0.0: 728, 1.0: 279, 98.0: 5})",1.171875,2.0,"We all have slight difficulties in remembering things as we get older, but has this been a particular problem for him/her?",98,0.9242144177449167,0.48828125,98.0,0.48828125,98.0
LOSTOUT_2,ordinal,"Counter({0.0: 957, 1.0: 27, 2.0: 18, 0.5: 9, 99.0: 1})",1.171875,5.0,Does he/she get lost in the community/road?,99,0.18484288354898332,0.09765625,99.0,0.09765625,99.0
MONEY_2,ordinal,"Counter({0.0: 872, 2.0: 64, 1.0: 57, 0.5: 13, 0.0001: 5, 99.0: 1})",1.171875,3.0,Has there been a change in his/her ability to handle money?,99,0.18484288354898332,0.09765625,99.0,0.09765625,99.0
HOBBY_2,categorical,"Counter({0.0: 877, 1.0: 126, 98.0: 7, 99.0: 2})",1.171875,2.0,"Has there been a loss of a special skill or hobby he/she could manage before? 
","98,99",1.6635859519408502,0.87890625,98.0 99.0,0.87890625,98.0 99.0
ACTIV_2,ordinal,"Counter({0.0: 736, 1.0: 259, 0.0001: 16, 99.0: 1})",1.171875,2.0,"Have you seen a change in his/her daily activities in the past several years? 
",99,0.18484288354898332,0.09765625,99.0,0.09765625,99.0
WORDFIND_2,ordinal,"Counter({0.0: 916, 1.0: 58, 0.5: 17, 2.0: 17, 0.0001: 4})",1.171875,5.0,When speaking does he/she have difficulty saying the right words?,,0.0,1.66015625,2.0,1.66015625,2.0
CONVERS_2,ordinal,"Counter({0.0: 832, 1.0: 104, 0.5: 37, 2.0: 31, 0.0001: 8})",1.171875,5.0,Does he/she forget what he/she wanted to say in the middle of the conversation?,,0.0,3.02734375,2.0,3.02734375,2.0
CHANGE_2,ordinal,"Counter({0.0: 908, 1.0: 54, 0.5: 23, 2.0: 16, 0.0001: 11})",1.171875,5.0,does he/she have difficulty in adjusting to change in her daily routine?,,0.0,1.5625,2.0,1.5625,2.0
WORDWRG_2,ordinal,"Counter({0.0: 941, 1.0: 46, 2.0: 15, 0.5: 8, 0.0001: 2})",1.171875,5.0,Does he/she use the wrong words?,,0.0,1.46484375,2.0,1.46484375,2.0
PUT_2,ordinal,"Counter({0.0: 581, 1.0: 281, 0.5: 79, 2.0: 71})",1.171875,5.0,Does he/she forget where he/she has put things?,,0.0,0.0,,0.0,
ORIENT_2,ordinal,"Counter({0.0: 958, 1.0: 26, 2.0: 20, 0.5: 8})",1.171875,5.0,Does he/she forget where he/she is?,,0.0,1.953125,2.0,1.953125,2.0
FEED_2,ordinal,"Counter({0.0: 979, 1.0: 18, 3.0: 11, 2.0: 3, 0.0001: 1})",1.171875,4.0,Does he/she have difficulty feeding him/herself? ,,0.0,1.3671875,2.0 3.0,1.3671875,2.0 3.0
CHORES_2,ordinal,"Counter({0.0: 908, 0.5: 40, 1.0: 40, 2.0: 24})",1.171875,5.0,"Does he/she have difficulty performing household chores that he/she is used to do, such as preparing food or boiling a pot of tea?",,0.0,2.34375,2.0,2.34375,2.0
FRDNAME_2,ordinal,"Counter({0.0: 841, 1.0: 102, 2.0: 38, 0.5: 27, 0.0001: 4})",1.171875,5.0,Does he/she forget the names of friends?,,0.0,3.7109375,2.0,3.7109375,2.0
FAMNAME_2,ordinal,"Counter({0.0: 940, 1.0: 40, 2.0: 18, 0.5: 12, 0.0001: 2})",1.171875,5.0,Does he/she forget the names of members of the family?,,0.0,1.7578125,2.0,1.7578125,2.0
