COLUMN,data_type,description,cat_options,val_range,min,max,distribution,perc_missing,perc_erroneous,erroneous,cut_off
SRQ10_2,boolean,Do you cry more than usual? ,,"0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/SRQ10.png,0,0,,
SRQ11_2,boolean,Do you find it difficult to enjoy your daily activities?,,"0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/SRQ11.png,0,0,,
SRQ12_2,boolean,Do you find it difficult to make decisions? ,,"0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/SRQ12.png,0,0,,
SRQ13_2,boolean,Is your daily work suffering? ,,"0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/SRQ13.png,0,0,,
SRQ14_2,boolean,Are you unable to play a useful part in life? ,,"0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/SRQ14.png,0,0,,
SRQ15_2,boolean,Have you lost interest in things? ,,"0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/SRQ15.png,0,0,,
SRQ16_2,boolean,Do you feel that you are a worthless person? ,,"0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/SRQ16.png,0,0,,
SRQ17_2,boolean,Has the thought of ending your life been in your mind?,,"0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/SRQ17.png,0,0,,
SRQ18_2,boolean,Do you feel tired all the time? ,,"0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/SRQ18.png,0,0,,
SRQ19_2,boolean,Do you have uncomfortable feelings in your stomach?,,"0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/SRQ19.png,0,0,,
SRQ20_2,boolean,Are you easily tired? ,,"0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/SRQ20.png,0,0,,
CARENEED_2,ordinal,The older person,"needs care most of the time,needs care sometimes,does not need care ","1.0,2.0,3.0",1,3,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/CARENEED.png,0,0,,2
ACTIV_2,ordinal,"Have you seen a change in his/her daily activities in the past several years? 
","don’t know ,no change,change in physical activity (decrease)","0.0,0.0001,1.0,99.0",0,99,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/ACTIV.png,0,0.184842884,99,2
MENTAL_2,ordinal,Has there been a general decline in his/her mental functioning?  ,"don’t know ,no change,general deterioration","0.0,0.0001,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/MENTAL.png,0,0,,2
MEMORY_2,categorical,"We all have slight difficulties in remembering things as we get older, but has this been a particular problem for him/her?","no,yes,don’t know ","0.0,1.0,98.0",0,98,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/MEMORY.png,0,0.924214418,98,2
PUT_2,ordinal,Does he/she forget where he/she has put things?,"yes, sometimes,don’t know ,no ,yes, regularly","0.0,0.5,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/PUT.png,0,0,,5
KEPT_2,ordinal,Does he/she forget where things are usually kept?,"yes, sometimes,don’t know ,no ,yes, regularly","0.0,0.0001,0.5,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/KEPT.png,0,0,,5
FRDNAME_2,ordinal,Does he/she forget the names of friends?,"yes, sometimes,don’t know ,no ,yes, regularly","0.0,0.0001,0.5,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/FRDNAME.png,0,0,,5
FAMNAME_2,ordinal,Does he/she forget the names of members of the family?,"yes, sometimes,don’t know ,no ,yes, regularly","0.0,0.0001,0.5,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/FAMNAME.png,0,0,,5
CONVERS_2,ordinal,Does he/she forget what he/she wanted to say in the middle of the conversation?,"yes, sometimes,don’t know ,no ,yes, regularly","0.0,0.0001,0.5,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/CONVERS.png,0,0,,5
WORDFIND_2,ordinal,When speaking does he/she have difficulty saying the right words?,"yes, sometimes,don’t know ,no ,yes, regularly","0.0,0.0001,0.5,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/WORDFIND.png,0,0,,5
WORDWRG_2,ordinal,Does he/she use the wrong words?,"yes, sometimes,don’t know ,no ,yes, regularly","0.0,0.0001,0.5,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/WORDWRG.png,0,0,,5
PAST_2,ordinal,Does he/she tend to talk about what happened long ago rather than the present?,"yes, sometimes,don’t know ,no ,yes, regularly","0.0,0.0001,0.5,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/PAST.png,0,0,,5
LASTSEE_2,ordinal,Does he/she forget when he/she last saw you?,"yes, sometimes,don’t know ,no ,yes, regularly","0.0,0.0001,0.5,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/LASTSEE.png,0,0,,5
LASTDAY_2,ordinal,Does he/she forget what happened the day before?,"yes, sometimes,don’t know ,no ,yes, regularly","0.0,0.0001,0.5,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/LASTDAY.png,0,0,,5
ORIENT_2,ordinal,Does he/she forget where he/she is?,"yes, sometimes,don’t know ,no ,yes, regularly","0.0,0.5,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/ORIENT.png,0,0,,5
LOSTOUT_2,ordinal,Does he/she get lost in the community/road?,"yes, sometimes,don’t know ,no ,yes, regularly","0.0,0.5,1.0,2.0,99.0",0,99,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/LOSTOUT.png,0,0.184842884,99,5
LOSTIN_2,ordinal,"Does he/she get lost at home, e.g finding the toilet?","yes, sometimes,don’t know ,no ,yes, regularly","0.0,0.5,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/LOSTIN.png,0,0,,5
CHORES_2,ordinal,"Does he/she have difficulty performing household chores that he/she is used to do, such as preparing food or boiling a pot of tea?","yes, sometimes,don’t know ,no ,yes, regularly","0.0,0.5,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/CHORES.png,0,0,,5
HOBBY_2,categorical,"Has there been a loss of a special skill or hobby he/she could manage before? 
","no,yes,don’t know ","0.0,1.0,98.0,99.0",0,99,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/HOBBY.png,0,1.663585952,"98,99",2
MONEY_2,ordinal,Has there been a change in his/her ability to handle money?,"some difficulty ,don’t know ,no difficulty ,cannot deal with money","0.0,0.0001,0.5,1.0,2.0,99.0",0,99,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/MONEY.png,0,0.184842884,99,3
CHANGE_2,ordinal,does he/she have difficulty in adjusting to change in her daily routine?,"yes, sometimes,don’t know ,no ,yes, regularly","0.0,0.0001,0.5,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/CHANGE.png,0,0,,5
REASON_2,categorical,Have you noticed a change in his/her ability to think and reason?,"no,yes,don’t know ","0.0,1.0,98.0,99.0",0,99,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/REASON.png,0,2.033271719,"98,99",2
FEED_2,ordinal,Does he/she have difficulty feeding him/herself? ,"don’t know ,eats neatly using the utensils ,makes a mess while eating using a spouse only,eats simple food like crakers ,needs to be fed ","0.0,0.0001,1.0,2.0,3.0",0,3,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/FEED.png,0,0,,4
DRESS_2,ordinal,Does he/she have difficulty dressing?,"don’t know ,wears clothes on his/her own,sometimes buttons clothes in a wrong way,error in the sequence, usually forgets things,not able of wearing own clothes","0.0,1.0,2.0,3.0",0,3,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/DRESS.png,0,0,,5
TOILET_2,ordinal,Does he/she have difficulty using the toilet? Does he/she wet or soil him/herself?,"don’t know ,no problems,sometimes wets bed,frequently wets bed,unable to control when the elderly needs to go (urine/ stools)","0.0,1.0,2.0,3.0",0,3,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/TOILET.png,0,0,,4
MISTAKE_2,boolean,Does he/she ever mistake you (or other family or friends) for someone else? ,,"0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/MISTAKE.png,0,0,,
MUDDLED_2,categorical,Does his/her thinking ever seem muddled?                    ,"no,yes,don’t know ","0.0,1.0,98.0,99.0",0,99,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/MUDDLED.png,0,0.369685767,"98,99",2
ENDIF_2,boolean,interviewer code - is the total csid score 2 or less?            ,,"0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/ENDIF.png,0,0,,
NPI1,categorical,"Does your (xxxx) believe that others are stealing from him or her, or planning to harm him or her in some way?","no,yes,don’t know ","0.0,1.0,98.0",0,98,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/NPI1.png,0,0.369685767,98,2
NPI2,categorical,Does your (xxxx) act as if he or she hears voices? Does he or she talk to people who are not there?,"no,yes,don’t know ","0.0,1.0,98.0",0,98,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/NPI2.png,0,0.554528651,98,2
NPI3,categorical,Is your (xxxx) stubborn and resistive to help from others?,"no,yes,don’t know ","0.0,1.0,98.0",0,98,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/NPI3.png,0,0.184842884,98,2
NPI4,categorical,Does your (xxxx) act as if he or she is sad or in low spirits? Does he or she cry?,"no,yes,don’t know ","0.0,1.0,98.0",0,98,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/NPI4.png,0,0.739371534,98,2
NPI5,categorical,"Does your (xxxx) become upset when separated from you? Does he or she have any other signs of nervousness, such as shortness of breath, sighing, being unable to relax, or feeling excessively tense?","no,yes,don’t know ","0.0,1.0,98.0",0,98,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/NPI5.png,0,0.739371534,98,2
NPI6,categorical,Does your (xxxx) appear to feel too good or act excessively happy?,"no,yes,don’t know ","0.0,1.0,98.0",0,98,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/NPI6.png,0,0.184842884,98,2
NPI7,categorical,Does your (xxxx) seem less interested in his or her usual activities and plans of others?,"no,yes,don’t know ","0.0,1.0,98.0",0,98,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/NPI7.png,0,0.369685767,98,2
NPI8,categorical,"Does your (xxxx) seem to act impulsively? For example, does your (xxxx) talk to strangers as if he or she knows them, or does your (xxxx) say things that may hurt people’s feeling?","no,yes,don’t know ","0.0,1.0,98.0",0,98,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/NPI8.png,0,0.369685767,98,2
NPI9,categorical,Is your (xxxx) impatient and cranky? Does he or she have difficulty coping with delays or waiting for planned activities?,"no,yes,don’t know ","0.0,1.0,98.0",0,98,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/NPI9.png,0,0.369685767,98,2
NPI10,categorical,"Does your (xxxx) engage in repetitive activities, such as pacing around the house, handling buttons, wrapping string, or doing other things repeatedly?","no,yes,don’t know ","0.0,1.0,98.0",0,98,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/NPI10.png,0,0.554528651,98,2
NPI11,categorical,"Does your (xxxx) awaken you during the night, rise too early in the morning, or take excessive naps during the day?","no,yes,don’t know ","0.0,1.0,98.0",0,98,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/NPI11.png,0,0.369685767,98,2
NPI12,categorical,"Has your (xxxx) lost or gained weight, or had a change in the food he she likes? ","no,yes,don’t know ","0.0,1.0,98.0",0,98,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/NPI12.png,0,0.554528651,98,2
HASCONF_2,ordinal,overall rating of confidence in data,"logical answers,little doughts ,some level of doughts,a lot of doughts,useless information ","0.0,1.0,2.0,3.0,4.0",0,4,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/HASCONF.png,0,0,,4
