COLUMN,data_type,description,frequencies,perc_missing,erroneous,perc_erroneous,cut_off,outliers_zscore,outliers_iqr
LASTSEE_2,ordinal,Does he/she forget when he/she last saw you?,", 0.0: 0.8359375%%, 0.5: 0.033203125%%, 1.0: 0.0654296875%%, 0.0001: 0.005859375%%, 2.0: 0.046875%%",1.26953125,,0.0,5.0,4.6875,4.6875
PAST_2,ordinal,Does he/she tend to talk about what happened long ago rather than the present?,", 0.5: 0.025390625%%, 0.0: 0.8564453125%%, 1.0: 0.06640625%%, 0.0001: 0.0029296875%%, 2.0: 0.0361328125%%",1.26953125,,0.0,5.0,3.61328125,3.61328125
LASTDAY_2,ordinal,Does he/she forget what happened the day before?,", 0.0: 0.8056640625%%, 0.5: 0.0263671875%%, 1.0: 0.099609375%%, 0.0001: 0.001953125%%, 2.0: 0.0537109375%%",1.26953125,,0.0,5.0,5.37109375,5.37109375
MENTAL_2,ordinal,Has there been a general decline in his/her mental functioning?  ,", 0.0: 0.8583984375%%, 1.0: 0.0927734375%%, 0.0001: 0.037109375%%",1.171875,,0.0,2.0,9.27734375,9.27734375
KEPT_2,ordinal,Does he/she forget where things are usually kept?,", 0.0: 0.6845703125%%, 0.5: 0.0625%%, 1.0: 0.193359375%%, 0.0001: 0.001953125%%, 2.0: 0.0458984375%%",1.171875,,0.0,5.0,4.58984375,4.58984375
MUDDLED_2,categorical,Does his/her thinking ever seem muddled?                    ,", 0.0: 0.81640625%%, 1.0: 0.169921875%%, 98.0: 0.0009765625%%, 99.0: 0.0009765625%%",1.171875,"98,99",0.3696857670979667,2.0,,
MEMORY_2,categorical,"We all have slight difficulties in remembering things as we get older, but has this been a particular problem for him/her?",", 1.0: 0.2724609375%%, 0.0: 0.7109375%%, 98.0: 0.0048828125%%",1.171875,98,0.9242144177449167,2.0,,
LOSTOUT_2,ordinal,Does he/she get lost in the community/road?,", 0.0: 0.9345703125%%, 1.0: 0.0263671875%%, 0.5: 0.0087890625%%, 2.0: 0.017578125%%, 99.0: 0.0009765625%%",1.171875,99,0.18484288354898332,5.0,0.09765625,0.09765625
MONEY_2,ordinal,Has there been a change in his/her ability to handle money?,", 0.0: 0.8515625%%, 0.5: 0.0126953125%%, 1.0: 0.0556640625%%, 0.0001: 0.0048828125%%, 2.0: 0.0625%%, 99.0: 0.0009765625%%",1.171875,99,0.18484288354898332,3.0,0.09765625,0.09765625
HOBBY_2,categorical,"Has there been a loss of a special skill or hobby he/she could manage before? 
",", 0.0: 0.8564453125%%, 1.0: 0.123046875%%, 98.0: 0.0068359375%%, 99.0: 0.001953125%%",1.171875,"98,99",1.6635859519408502,2.0,,
ACTIV_2,ordinal,"Have you seen a change in his/her daily activities in the past several years? 
",", 0.0001: 0.015625%%, 1.0: 0.2529296875%%, 0.0: 0.71875%%, 99.0: 0.0009765625%%",1.171875,99,0.18484288354898332,2.0,0.09765625,0.09765625
WORDFIND_2,ordinal,When speaking does he/she have difficulty saying the right words?,", 0.0: 0.89453125%%, 0.5: 0.0166015625%%, 0.0001: 0.00390625%%, 1.0: 0.056640625%%, 2.0: 0.0166015625%%",1.171875,,0.0,5.0,1.66015625,1.66015625
CONVERS_2,ordinal,Does he/she forget what he/she wanted to say in the middle of the conversation?,", 0.0: 0.8125%%, 0.5: 0.0361328125%%, 0.0001: 0.0078125%%, 1.0: 0.1015625%%, 2.0: 0.0302734375%%",1.171875,,0.0,5.0,3.02734375,3.02734375
CHANGE_2,ordinal,does he/she have difficulty in adjusting to change in her daily routine?,", 1.0: 0.052734375%%, 0.0: 0.88671875%%, 0.5: 0.0224609375%%, 0.0001: 0.0107421875%%, 2.0: 0.015625%%",1.171875,,0.0,5.0,1.5625,1.5625
WORDWRG_2,ordinal,Does he/she use the wrong words?,", 0.0: 0.9189453125%%, 0.0001: 0.001953125%%, 1.0: 0.044921875%%, 0.5: 0.0078125%%, 2.0: 0.0146484375%%",1.171875,,0.0,5.0,1.46484375,1.46484375
PUT_2,ordinal,Does he/she forget where he/she has put things?,", 0.0: 0.5673828125%%, 0.5: 0.0771484375%%, 1.0: 0.2744140625%%, 2.0: 0.0693359375%%",1.171875,,0.0,5.0,0.0,0.0
ORIENT_2,ordinal,Does he/she forget where he/she is?,", 0.0: 0.935546875%%, 0.5: 0.0078125%%, 1.0: 0.025390625%%, 2.0: 0.01953125%%",1.171875,,0.0,5.0,1.953125,1.953125
FEED_2,ordinal,Does he/she have difficulty feeding him/herself? ,", 0.0001: 0.0009765625%%, 0.0: 0.9560546875%%, 3.0: 0.0107421875%%, 2.0: 0.0029296875%%, 1.0: 0.017578125%%",1.171875,,0.0,4.0,1.3671875,1.3671875
CHORES_2,ordinal,"Does he/she have difficulty performing household chores that he/she is used to do, such as preparing food or boiling a pot of tea?",", 0.0: 0.88671875%%, 0.5: 0.0390625%%, 1.0: 0.0390625%%, 2.0: 0.0234375%%",1.171875,,0.0,5.0,2.34375,2.34375
FRDNAME_2,ordinal,Does he/she forget the names of friends?,", 0.0: 0.8212890625%%, 0.5: 0.0263671875%%, 0.0001: 0.00390625%%, 1.0: 0.099609375%%, 2.0: 0.037109375%%",1.171875,,0.0,5.0,3.7109375,3.7109375
FAMNAME_2,ordinal,Does he/she forget the names of members of the family?,", 0.0: 0.91796875%%, 0.5: 0.01171875%%, 0.0001: 0.001953125%%, 1.0: 0.0390625%%, 2.0: 0.017578125%%",1.171875,,0.0,5.0,1.7578125,1.7578125
